,UUID,Name,Manufacturer,Protocols Referenced,Verified
723267,jSPhCZIBPBHhf-iFvG-K,rat igg2a isotype control clone 2a3,BioXCell,30,No
797168,RiPhCZIBPBHhf-iF0d8w,microm hm 325,Thermo Fisher Scientific,30,No
575479,hiThCZIBPBHhf-iF3mCt,bead mill 4,Thermo Fisher Scientific,30,No
511354,1SfiCZIBPBHhf-iFHFrk,morgagni transmission electron microscope,Thermo Fisher Scientific,30,No
798160,BpoPdZQB1-hLfrUPlUj9,nci h2228,American Type Culture Collection,30,No
744341,JyXhCZIBPBHhf-iF7hHt,dual luciferases reporter assay kit,Promega,30,No
601247,KiThCZIBPBHhf-iF57xz,c57bl 6n mice,Jackson ImmunoResearch,30,No
793870,hSfiCZIBPBHhf-iFIanD,anti pcna,Merck Group,30,No
690248,nCfiCZIBPBHhf-iFJLcQ,self administration chambers,Med Associates,30,No
794455,OSbiCZIBPBHhf-iFEpxE,ko serum replacement,Thermo Fisher Scientific,30,No
690195,ayPhCZIBPBHhf-iF0e4y,evolut pro,Medtronic,30,No
742472,JCPhCZIBPBHhf-iFxqg_,hematoxylin,Avantor,30,No
755508,ryfiCZIBPBHhf-iFJLsR,glyceraldehyde 3 phosphate dehydrogenase,Merck Group,30,No
755516,QyfiCZIBPBHhf-iFJL8R,rnaseout ribonuclease inhibitor,Thermo Fisher Scientific,30,No
206484,5yriCZIBPBHhf-iFSk_Q,pbs bsa,Thermo Fisher Scientific,30,No
868794,2SPhCZIBPBHhf-iFtFbK,gotag qpcr master mix,Promega,30,No
716963,vSThCZIBPBHhf-iF1R26,antaris 2 ft nir analyzer,Thermo Fisher Scientific,30,No
601127,viThCZIBPBHhf-iF57hy,hp4750,Sterlitech,30,No
601117,bSThCZIBPBHhf-iF57hy,sqk lsk108,Oxford Nanopore,30,No
872806,mSLhCZIBPBHhf-iFeNQq,b6 c tg cmv cre 1cgn j,Jackson ImmunoResearch,30,No
661798,uCXhCZIBPBHhf-iF-6mE,effectene kit,Qiagen,30,No
868866,vCPhCZIBPBHhf-iFtFjL,egm 2 singlequot kit,Lonza,30,No
577111,NyXiCZIBPBHhf-iFAfiL,facscalibur fcm,BD,30,No
601079,fSThCZIBPBHhf-iF57dy,lenticrispr v2 blast,Addgene,30,No
607333,uCbiCZIBPBHhf-iFBCJP,vector m o m immunodetection kit,Vector Laboratories,30,No
597767,piThCZIBPBHhf-iF3lus,u73343,Bio-Techne,30,No
206622,3yriCZIBPBHhf-iFSkbP,buffer rpe,Qiagen,30,No
755441,OCfiCZIBPBHhf-iFIZnC,anti β tubulin,Thermo Fisher Scientific,30,No
744358,hyriCZIBPBHhf-iFSlvR,gel pro 32,Media Cybernetics,30,No
577226,aiPhCZIBPBHhf-iFqzib,z216mk,Hermle,30,No
601442,bCThCZIBPBHhf-iF58Fz,advanced universal sybr green supermix,Bio-Rad,30,No
205400,xpoPdZQB1-hLfrUPp1gw,u251mg,National Collection of Authenticated Cell Cultures,30,No
609602,BSbiCZIBPBHhf-iFDWEc,anti gfp,Transgene,30,No
643370,-yPhCZIBPBHhf-iFy8_j,anti il 10,BioLegend,30,No
661310,7SXhCZIBPBHhf-iF-56D,abi prism 7500 pcr system,Thermo Fisher Scientific,30,No
755182,GCziCZIBPBHhf-iFZi-v,nupage mops running buffer,Thermo Fisher Scientific,30,No
724454,-CPhCZIBPBHhf-iFqzib,fitc anti mouse cd11c,BioLegend,30,No
755203,rifiCZIBPBHhf-iFGiGB,petri dish,BD,30,No
601474,DCThCZIBPBHhf-iF58Jz,sc 8628,Santa Cruz Biotechnology,30,No
577360,qyziCZIBPBHhf-iFa4g2,exgen 500,Thermo Fisher Scientific,30,No
723142,uSXhCZIBPBHhf-iF-5SB,ms2 rna,Roche,30,No
755220,tiriCZIBPBHhf-iFT7QG,ap308p,Merck Group,30,No
205475,dyjiCZIBPBHhf-iFMqE3,lightcycler480 system,Thermo Fisher Scientific,30,No
755234,difiCZIBPBHhf-iFGi6C,dulbecco s minimal essential medium dmem,Thermo Fisher Scientific,30,No
641182,ki7iCZIBPBHhf-iFhn24,dynabeads untouched mouse cd8 cells kit,Thermo Fisher Scientific,30,No
256527,uyniCZIBPBHhf-iFQsU8,smf 28,Corning,30,No
205800,byThCZIBPBHhf-iF7v_q,ro31 8220,Merck Group,30,No
690420,CSThCZIBPBHhf-iF68yA,ivis 50,PerkinElmer,30,No
755296,Di7iCZIBPBHhf-iFjPqN,hoechst 33342 nucleic acid stain,Thermo Fisher Scientific,30,No
723203,YCbiCZIBPBHhf-iFGOsJ,oligo dt magnetic beads,New England Biolabs,30,No
873024,aCLhCZIBPBHhf-iFeNwr,anti il 6 antibody,Abcam,30,No
823575,7yviCZIBPBHhf-iFXp8E,il 12p70,BioLegend,30,No
205611,0CniCZIBPBHhf-iFOR9e,ethyl 4 dimethylaminobenzoate,Merck Group,30,No
601359,RyThCZIBPBHhf-iF579z,geneclean turbo kit,MP Biomedicals,30,No
625700,QCThCZIBPBHhf-iF1RS5,es 20,Biosan,30,No
601355,OiThCZIBPBHhf-iF579z,anti brd4,Fortis Life Sciences,30,No
690367,ASThCZIBPBHhf-iF2iyd,hot plate,Ugo Basile,30,No
575424,3yThCZIBPBHhf-iF1QO4,picrosirius red solution,Merck Group,30,No
256961,dSziCZIBPBHhf-iFb8Y5,slgp033rs,Merck Group,30,No
872964,OyLhCZIBPBHhf-iFeNoq,pastorex staph plus,Bio-Rad,30,No
755440,mifiCZIBPBHhf-iFIZjC,β tubulin,Thermo Fisher Scientific,30,No
240180,kiXhCZIBPBHhf-iF9Uyf,pyr 41,Merck Group,30,No
601959,JyThCZIBPBHhf-iF68-B,nextseq 550 sequencing system,Illumina,30,No
867736,cSPhCZIBPBHhf-iFqzaa,sf 77b,Warner Instruments,30,No
643391,eyPhCZIBPBHhf-iFy9Dj,sequent please,B. Braun,30,No
867010,bSPhCZIBPBHhf-iFqx-Y,genejammer,Agilent Technologies,30,No
754194,3ybiCZIBPBHhf-iFBywZ,falcon 3 detector,Thermo Fisher Scientific,30,No
300529,EyThCZIBPBHhf-iF2k6i,origin 8,GraphPad,30,No
596933,tiPhCZIBPBHhf-iFxpw-,electrochemiluminescence plus reagent,Thermo Fisher Scientific,30,No
602629,9yThCZIBPBHhf-iF6-CD,fabp4,Abcam,30,No
767568,VyfiCZIBPBHhf-iFJvGt,las 4000 image analyzer,GE Healthcare,30,No
602642,SiThCZIBPBHhf-iF6-GE,allprep dna mini kit,Qiagen,30,No
575111,byfiCZIBPBHhf-iFH19R,mx 3000p real time pcr system,Thermo Fisher Scientific,30,No
754139,aSbiCZIBPBHhf-iFBBlO,sequence scanner v1,Thermo Fisher Scientific,30,No
745302,WCbiCZIBPBHhf-iFBBxP,eyelink 1000 desktop mount,SR Research,30,No
660544,ciXhCZIBPBHhf-iF-4yB,nano glo live cell substrate,Promega,30,No
489619,XiPhCZIBPBHhf-iFvG-K,ab283818,Abcam,30,No
767649,ZSfiCZIBPBHhf-iFJvOt,trichoderma harzianum,Merck Group,30,No
489668,-yThCZIBPBHhf-iF2keh,oct embedding matrix,CellPath,30,No
607529,ZibiCZIBPBHhf-iFBycY,ctip2,Abcam,30,No
574889,VCLhCZIBPBHhf-iFeOEr,thermoscript rt,Thermo Fisher Scientific,30,No
650227,rCfiCZIBPBHhf-iFGjOD,epityper software,Labcorp,30,No
489503,HCThCZIBPBHhf-iF4phr,fluoprep,bioMérieux,30,No
767132,0SfiCZIBPBHhf-iFJuSr,adipoq cre mice,Jackson ImmunoResearch,30,No
754254,RybiCZIBPBHhf-iFB0Qb,anti cd3 145 2c11,Thermo Fisher Scientific,30,No
754270,NybiCZIBPBHhf-iFB0sc,axiocam 702,Zeiss,30,No
607512,-ybiCZIBPBHhf-iFByYY,smart itr,Thermo Fisher Scientific,30,No
767005,QCfiCZIBPBHhf-iFJuGr,heraeus fresco 17,Thermo Fisher Scientific,30,No
574173,8iThCZIBPBHhf-iF3nev,alexa 594 conjugated goat anti rabbit igg,Thermo Fisher Scientific,30,No
479008,mibiCZIBPBHhf-iFBCFP,dbs 60 3,Kern & Sohn,30,No
867131,eCPhCZIBPBHhf-iFqyOY,sc 542,Santa Cruz Biotechnology,30,No
867133,qCPhCZIBPBHhf-iFqyOY,gotaq dna polymerase kit,Promega,30,No
797774,6iPhCZIBPBHhf-iFnQAv,westernbright ecl spray,Advansta,30,No
607878,DibiCZIBPBHhf-iFBzEZ,qiamp rna blood mini kit,Qiagen,30,No
693965,aCPhCZIBPBHhf-iFy8Hi,vgstudio max software,Volume Graphics,30,No
573756,cCfiCZIBPBHhf-iFJuGr,quant it ribogreen rna reagent and kit,Thermo Fisher Scientific,30,No
648620,rSPhCZIBPBHhf-iFnQgw,xevo tq mass spectrometer,Waters Corporation,30,No
606465,9ybiCZIBPBHhf-iFBApN,decyder software,GE Healthcare,30,No
724890,_CPhCZIBPBHhf-iF0fw1,anti cd19 fitc,BioLegend,30,No
822520,gijiCZIBPBHhf-iFLWid,expicho,Thermo Fisher Scientific,30,No
478498,CSbiCZIBPBHhf-iFBAxN,optimax,Molecular Devices,30,No
838300,-yThCZIBPBHhf-iF69-D,liberase tl research grade,Roche,30,No
874171,uiXhCZIBPBHhf-iF8iF9,spermidine trihydrochloride,Merck Group,30,No
746419,hifiCZIBPBHhf-iFH2ZS,rodent chow,Purina,30,No
696388,qCfiCZIBPBHhf-iFGAEL,actiview software,BioSemi,30,No
489842,cSXhCZIBPBHhf-iF8iZ-,eu me1,Olympus,30,No
753860,tiThCZIBPBHhf-iF7vbo,remazol brilliant blue r,Merck Group,30,No
838333,ASjiCZIBPBHhf-iFKR4B,fraction collector 3,Waters Corporation,30,No
740923,OijiCZIBPBHhf-iFMpg2,pentobarbital sodium salt,Merck Group,30,No
809605,ry3iCZIBPBHhf-iFcyE7,gly pro p nitroanilide,Merck Group,30,No
596809,wCPhCZIBPBHhf-iFvHyM,tamoxifen,Selleck Chemicals,30,No
301050,9yriCZIBPBHhf-iFSlTR,rx monza,Randox,30,No
721710,bCniCZIBPBHhf-iFPXHc,autoflex 3 maldi tof mass spectrometer,Bruker,30,No
768431,3ijiCZIBPBHhf-iFNMXh,tunel staining,Beyotime,30,No
796986,niPhCZIBPBHhf-iFy8zj,onestep rt pcr enzyme mix,Qiagen,30,No
609369,0CbiCZIBPBHhf-iFDVob,n cadherin,ABclonal,30,No
768309,OSjiCZIBPBHhf-iFKAj_,victor nivo plate reader,PerkinElmer,30,No
240072,oSfiCZIBPBHhf-iFH4RV,magcapture exosome isolation kit ps,Fujifilm,30,No
768239,QijiCZIBPBHhf-iFKAb_,cellsense dimension software,Olympus,30,No
577993,kyPhCZIBPBHhf-iFtFLK,pu 980 pump,Jasco,30,No
602898,MiThCZIBPBHhf-iF6-iF,nanozoomer sq digital slide scanner,Hamamatsu Photonics,30,No
596853,oSPhCZIBPBHhf-iFvIqP,normal mouse serum,Jackson ImmunoResearch,30,No
768011,myfiCZIBPBHhf-iFKP_-,gfap cre,Jackson ImmunoResearch,30,No
767971,WSfiCZIBPBHhf-iFKP7-,allegra x 30r centrifuge,Beckman Coulter,30,No
425416,IyPhCZIBPBHhf-iF0ewy,inverted optical microscope,Zeiss,30,No
596874,UCPhCZIBPBHhf-iFxpA9,ab113474,Abcam,30,No
754005,iCXiCZIBPBHhf-iFAemK,anti cd80,Thermo Fisher Scientific,30,No
721774,uC3iCZIBPBHhf-iFfdRa,mrs agar,Solabia,30,No
767914,GSfiCZIBPBHhf-iFKPz-,bca protein assay kit,Transgene,30,No
596888,DyPhCZIBPBHhf-iFxpM9,acetonitrile,Nacalai Tesque,30,No
848915,pifiCZIBPBHhf-iFHDrg,starstim,Neuroelectrics,30,No
766715,qifiCZIBPBHhf-iFJteq,cobas sars cov 2,Roche,30,No
766622,2SfiCZIBPBHhf-iFJtSq,anti v5 agarose affinity gel,Merck Group,30,No
741368,sifiCZIBPBHhf-iFIaLD,mouse laminin,Merck Group,30,No
796587,niriCZIBPBHhf-iFRguJ,nmumg,American Type Culture Collection,30,No
867449,pCPhCZIBPBHhf-iFqy2Z,pyromark q96 md pyrosequencer,Qiagen,30,No
754561,FSjiCZIBPBHhf-iFL43r,murine egf,Thermo Fisher Scientific,30,No
233173,TCThCZIBPBHhf-iF0QI2,deuterated solvents,Eurisotop,30,No
233151,5SPhCZIBPBHhf-iF0f81,skov3,Korean Cell Line Bank,30,No
867509,GiPhCZIBPBHhf-iFqy-Z,il 10 mice,Jackson ImmunoResearch,30,No
754582,tSjiCZIBPBHhf-iFMpc2,concert plant rna reagent,Thermo Fisher Scientific,30,No
867553,fiPhCZIBPBHhf-iFqzCa,a4700,Merck Group,30,No
693406,sSThCZIBPBHhf-iF6-yF,maestro interface,Schrödinger,30,No
834348,RCjiCZIBPBHhf-iFL4Tq,hq silver enhancement kit,Nanoprobes,30,No
575039,VyPhCZIBPBHhf-iFtGDM,milli q grade water,Merck Group,30,No
764928,1CXhCZIBPBHhf-iF8jB_,trio 3.0 tesla scanner,Siemens,30,No
254657,MyjiCZIBPBHhf-iFL4Lq,p0015,Beyotime,30,No
575049,gSPhCZIBPBHhf-iFxo48,tla 120,Beckman Coulter,30,No
648684,WiPhCZIBPBHhf-iFnQow,mc lr,Enzo Life Sciences,30,No
233286,myThCZIBPBHhf-iF1RG5,opti mem,Polysciences,30,No
754632,3CjiCZIBPBHhf-iFMrE5,milliplex analyst,Merck Group,30,No
479396,8ibiCZIBPBHhf-iFEqxG,lactate pro lt 1710,Arkray,30,No
754637,4ijiCZIBPBHhf-iFMrQ5,custom primers,Thermo Fisher Scientific,30,No
754641,EijiCZIBPBHhf-iFMrg5,xfect rna transfection reagent,Takara Bio,30,No
842513,eCThCZIBPBHhf-iF2j2g,full hd microscopic imaging system,Leica,30,No
842511,PybiCZIBPBHhf-iFErZH,kaluza software version 2,Beckman Coulter,30,No
575080,5CfiCZIBPBHhf-iFGAwM,milli q iq 7000,Merck Group,30,No
741428,4ifiCZIBPBHhf-iFJvit,carboxymethylcellulose sodium,Merck Group,30,No
648687,ZyPhCZIBPBHhf-iFnQow,sc 17320,Santa Cruz Biotechnology,30,No
693278,kpoOdZQB1-hLfrUP8SXq,autoclave reactor,Parr,30,No
764400,FyThCZIBPBHhf-iF4otq,ultimate3000 nano capillary lc system,Thermo Fisher Scientific,30,No
741460,VijiCZIBPBHhf-iFNN7k,lysozyme,Agilent Technologies,30,No
797906,jiPhCZIBPBHhf-iFnQwx,axis supra spectrometer,Shimadzu,30,No
741462,WCjiCZIBPBHhf-iFNOPk,chemiluminescence detection system,Merck Group,30,No
489184,wyniCZIBPBHhf-iFPWnb,sb431542,MedChemExpress,30,No
609429,iibiCZIBPBHhf-iFDVwb,graphite powder,Sinopharm,30,No
766601,TSfiCZIBPBHhf-iFJtSq,revertaid first strand cdna synthesis kit,Transgene,30,No
741201,WSbiCZIBPBHhf-iFFcuG,wet blotting system,Bio-Rad,30,No
577914,iyviCZIBPBHhf-iFV1P6,round bottomed 96 well plate,Corning,30,No
693835,vyPhCZIBPBHhf-iFvICN,vasera vs 1500,Fukuda Denshi,30,No
479057,yCThCZIBPBHhf-iF1SW7,quanta 200,Philips,30,No
489369,ciPhCZIBPBHhf-iFxqE-,interleukin 6 (il 6),ABclonal,30,No
693795,QiXiCZIBPBHhf-iFAdqI,ascensia elite,Bayer,30,No
626564,8CXhCZIBPBHhf-iF-5mC,crystalclear sm expert,Rigaku,30,No
797804,HCPhCZIBPBHhf-iFnQMw,aspergillus niger,Merck Group,30,No
794032,tyThCZIBPBHhf-iF7vfo,gad67,Merck Group,30,No
867290,ryPhCZIBPBHhf-iFqyiZ,anti sod2,Abcam,30,No
754425,LSbiCZIBPBHhf-iFD4mi,geneart platinum cas9 nuclease,Thermo Fisher Scientific,30,No
873920,5Z3FHJMBdNj1hjtAk26D,cell cycle kit,Keygen Biotech,30,No
754449,NibiCZIBPBHhf-iFD5Kj,cary 500,Agilent Technologies,30,No
479111,KCPhCZIBPBHhf-iFtGDM,hl5 medium,Formedium,30,No
754450,qCbiCZIBPBHhf-iFD5Oj,gateway recombination technology,Thermo Fisher Scientific,30,No
602266,8iThCZIBPBHhf-iF69aC,ata 27,Beecher Instruments,30,No
602205,FiThCZIBPBHhf-iF69WC,ecl plus detection kit,GE Healthcare,30,No
741211,TSbiCZIBPBHhf-iFFdyI,dicetyl phosphate,Merck Group,30,No
693554,zyPhCZIBPBHhf-iF0esy,azd1222,AstraZeneca,30,No
602248,ayThCZIBPBHhf-iF69aC,tumor necrosis factor α tnf α,R&D Systems,30,No
765073,IijiCZIBPBHhf-iFLVGb,pasw software version 18,IBM,30,No
765072,ACfiCZIBPBHhf-iFJNIT,pasw statistics 18 for windows,IBM,30,No
577855,sibiCZIBPBHhf-iFD46i,criterion xt bis tris precast gel,Bio-Rad,30,No
765058,BSniCZIBPBHhf-iFOS5g,spss statistical package 19,IBM,30,No
489235,9iThCZIBPBHhf-iF2kOh,ab228402,Abcam,30,No
597172,nCLhCZIBPBHhf-iFeOEr,horseradish peroxidase,Vector Laboratories,30,No
765035,CiThCZIBPBHhf-iF3nCv,spss 23 statistical software,IBM,30,No
873843,6p3FHJMBdNj1hjtAk2h_,total rna extraction kit,Omega Bio-Tek,30,No
820609,YijiCZIBPBHhf-iFKzFH,penicillin streptomycin amphotericin b,Merck Group,30,No
602210,MiThCZIBPBHhf-iF69WC,avance 700 mhz spectrometer,Bruker,30,No
722425,8SXhCZIBPBHhf-iF8jqA,it knife 2,Olympus,30,No
798185,NyfiCZIBPBHhf-iFGjaD,short read sequencing,Illumina,30,No
610050,kSbiCZIBPBHhf-iFDW8d,spectralis hra oct system,Heidelberg Engineering,30,No
610053,nSbiCZIBPBHhf-iFDW8d,lct premier,Waters Corporation,30,No
507448,iSPhCZIBPBHhf-iF0fk0,bx41 optical microscope,Olympus,30,No
483950,ryPhCZIBPBHhf-iF0fY0,uv transilluminator,Analytik Jena,30,No
223371,CyPhCZIBPBHhf-iFvICN,chloroform,Beijing Chemical Works,30,No
796873,GyriCZIBPBHhf-iFSEO2,tnf α,Bio-Rad,30,No
796751,piriCZIBPBHhf-iFSCmz,a1r hd confocal microscope,Nikon,30,No
211320,1iriCZIBPBHhf-iFSkbP,ab191838,Abcam,30,No
427481,OSPhCZIBPBHhf-iF0eUx,promethion metabolic cage system,Sable Systems,30,No
223511,XiPhCZIBPBHhf-iFxqg_,olanzapine,Merck Group,30,No
225165,pSThCZIBPBHhf-iF7u7n,nipagin,Merck Group,30,No
762211,ByjiCZIBPBHhf-iFK0JJ,kinomescan,Eurofins,30,No
870048,NyPhCZIBPBHhf-iFvHuM,acetyl histone h3,Cell Signaling Technology,30,No
223529,FiPhCZIBPBHhf-iFxq5A,ab45171,Abcam,30,No
870035,0yPhCZIBPBHhf-iFvHqM,nicolet in10 mx,Thermo Fisher Scientific,30,No
301469,JiPhCZIBPBHhf-iF0ecx,beckman synchron lx20,Beckman Coulter,30,No
743448,JCThCZIBPBHhf-iF561x,nanofil,World Precision Instruments,30,No
870119,hSPhCZIBPBHhf-iFvH2N,uv 3101pc spectrophotometer,Shimadzu,30,No
223324,hiPhCZIBPBHhf-iFvHWL,ab65340,Abcam,30,No
211462,kyPhCZIBPBHhf-iF0eQx,ab7751,Abcam,30,No
870211,FyPhCZIBPBHhf-iFvICN,pgl4.23 vector,Promega,30,No
870213,GyPhCZIBPBHhf-iFvICN,dpx mounting medium,Electron Microscopy Sciences,30,No
211487,ciPhCZIBPBHhf-iF0esy,isoflurane,Cristália,30,No
742894,OSThCZIBPBHhf-iF3nOv,splscar scratcher,SPL Life Sciences,30,No
211551,VCPhCZIBPBHhf-iF0fk0,ab227198,Abcam,30,No
870278,uCPhCZIBPBHhf-iFvIGN,nbp2 12446,Novus Biologicals,30,No
798528,2SfiCZIBPBHhf-iFH25T,sybr green pcr master mix,Quanta Biosciences,30,No
211665,2SThCZIBPBHhf-iF1RC5,isovitexin,Merck Group,30,No
870310,mCPhCZIBPBHhf-iFvIKO,anti raptor,Cell Signaling Technology,30,No
663131,1SXhCZIBPBHhf-iF_s1x,ni sepharose beads,GE Healthcare,30,No
742902,gSThCZIBPBHhf-iF3nOv,histochoice clearing agent,Merck Group,30,No
761991,BSThCZIBPBHhf-iF4oBp,digital grip strength meter,Columbus Instruments,30,No
758604,lSXhCZIBPBHhf-iF9USe,hydroxyapatite coated plate,Corning,30,No
573505,RiriCZIBPBHhf-iFSlrR,sigma scan pro 5,Merck Group,30,No
662885,wiXhCZIBPBHhf-iF_sZw,rrnasin,Promega,30,No
223554,HSPhCZIBPBHhf-iFxrNA,ab192985,Abcam,30,No
798480,GSfiCZIBPBHhf-iFH2dS,toc vcph analyzer,Shimadzu,30,No
600053,5SThCZIBPBHhf-iF4pps,infinite f plex,Tecan,30,No
598539,UiThCZIBPBHhf-iF3nGv,supersignal elisa pico chemiluminescent substrate,Thermo Fisher Scientific,30,No
300690,_yfiCZIBPBHhf-iFGi2C,multiset software,BD,30,No
662692,KyXhCZIBPBHhf-iF_sFw,qiaamp viral rna,Qiagen,30,No
798408,cSriCZIBPBHhf-iFRgCI,ethanol 96,Merck Group,30,No
210120,vCbiCZIBPBHhf-iFBAxN,gallein,Bio-Techne,30,No
224412,9SThCZIBPBHhf-iF4p1s,f3666,Bio-Serv,30,No
833867,7CbiCZIBPBHhf-iFEqxG,anti p yap,Cell Signaling Technology,30,No
210195,iCbiCZIBPBHhf-iFBB5P,ab27591,Abcam,30,No
427294,FSXhCZIBPBHhf-iF8ix-,qiaamp mini spin column,Qiagen,30,No
762299,RC7iCZIBPBHhf-iFfxXt,imq cream,3M,30,No
600079,iSThCZIBPBHhf-iF4pts,qiaquick 96 pcr purification kit,Qiagen,30,No
607194,vCbiCZIBPBHhf-iFBB5P,hitrap protein g,GE Healthcare,30,No
871782,ziPhCZIBPBHhf-iFxqxA,tli rnaseh plus,Takara Bio,30,No
762284,jSXhCZIBPBHhf-iF9T-e,infratec 1241 grain analyzer,Foss,30,No
793718,ZiPhCZIBPBHhf-iFtGPM,reblot plus strong antibody stripping solution,Merck Group,30,No
599995,FyThCZIBPBHhf-iF4plr,tecnai 12 biotwin transmission electron microscope,Thermo Fisher Scientific,30,No
573194,YCPhCZIBPBHhf-iF0eAw,applied biosystems quantstudio 6 flex real time pcr system,Thermo Fisher Scientific,30,No
820772,9SjiCZIBPBHhf-iFKzZI,citifluor,Agar Scientific,30,No
575826,gifiCZIBPBHhf-iFHDzh,kapa hifi,Roche,30,No
486038,2CPhCZIBPBHhf-iFvIKO,nb100 1028,Novus Biologicals,30,No
600020,_SThCZIBPBHhf-iF4pls,ltq orbitrap xl,Waters Corporation,30,No
223731,giThCZIBPBHhf-iF3lKr,smartprep,GE Healthcare,30,No
743485,3CThCZIBPBHhf-iF57Fx,permount solution,Thermo Fisher Scientific,30,No
649535,USfiCZIBPBHhf-iFGh-B,phosphor akt ser473,Cell Signaling Technology,30,No
793438,pSriCZIBPBHhf-iFU_dF,trypsin digestion,Thermo Fisher Scientific,30,No
600005,mCThCZIBPBHhf-iF4pls,sepharose 4b beads,Merck Group,30,No
723870,fifiCZIBPBHhf-iFGAML,cd8 percp,BioLegend,30,No
869965,eSPhCZIBPBHhf-iFvHiM,bca kit,Tiangen Biotech,30,No
798468,9ifiCZIBPBHhf-iFH2RR,trueblue peroxidase substrate,LGC,30,No
600002,eyThCZIBPBHhf-iF4plr,universal plant total rna extraction kit,BioTeke,30,No
575975,HifiCZIBPBHhf-iFH2FR,easystrainer,Greiner,30,No
485564,9SPhCZIBPBHhf-iFtETH,sanger sequenced,Eurofins,30,No
643306,9SPhCZIBPBHhf-iFy83j,perfecta sybr green fastmix low rox,Quanta Biosciences,30,No
663605,MSThCZIBPBHhf-iF2kui,kingfisher duo prime,Thermo Fisher Scientific,30,No
663511,qiXiCZIBPBHhf-iFAdiI,ham s f12 medium,Fujifilm,30,No
798641,TiPhCZIBPBHhf-iFxqI_,image station 4000mm pro,Kodak,30,No
759953,0C7iCZIBPBHhf-iFhE-9,statistical package for the social sciences version 28,IBM,30,No
641451,6iriCZIBPBHhf-iFRheL,apoptosis detection kit,Dojindo Laboratories,30,No
663540,myThCZIBPBHhf-iF2kmi,novaseq sequencing system,Illumina,30,No
428309,lTDiCZIBPBHhf-iFopMc,clc sequence viewer 7,Qiagen,30,No
649116,EiPhCZIBPBHhf-iFnRcy,spurr resin,Electron Microscopy Sciences,30,No
793581,9yniCZIBPBHhf-iFOStg,rutin,Thermo Fisher Scientific,30,No
743048,USPhCZIBPBHhf-iFvIeO,lauroglycol 90,Gattefosse,30,No
649238,cifiCZIBPBHhf-iFGheA,fv10 asw viewer software,Olympus,30,No
870815,FyPhCZIBPBHhf-iFxpI9,m1404,Merck Group,30,No
870816,HyPhCZIBPBHhf-iFxpI9,sherlock ax kit,A&A Biotechnology,30,No
794628,5SfiCZIBPBHhf-iFGhaA,thermo sequenase cycle sequencing kit,Thermo Fisher Scientific,30,No
760824,3CPhCZIBPBHhf-iFy9bk,clea rodent diet ce 2,CLEA Japan,30,No
428299,MyjiCZIBPBHhf-iFKzpI,mascot software version 2,Matrix Science,30,No
759930,dCviCZIBPBHhf-iFV1T6,pasw statistics version 17,IBM,30,No
573423,ei7iCZIBPBHhf-iFjOqK,sybyl x 1,Tripos,30,No
607050,ribiCZIBPBHhf-iFBBpO,cell counting kit 8 (cck8),Transgene,30,No
760068,JiXhCZIBPBHhf-iF_tBx,pasw statistics version 20,IBM,30,No
576260,3iPhCZIBPBHhf-iFnQ0x,tabletop centrifuge,Eppendorf,30,No
576272,fSThCZIBPBHhf-iF1R26,minielute kit,Qiagen,30,No
760453,5CXhCZIBPBHhf-iF9Vmg,spss software package version 19,IBM,30,No
428223,OiXhCZIBPBHhf-iF-5-D,pgl3 promoter vector,GenScript,30,No
663687,aSThCZIBPBHhf-iF2k2i,5 ethynyl 20 deoxyuridine edu assay kit,RiboBio,30,No
484213,1CPhCZIBPBHhf-iFxq9A,amicon ultra 15 10k,Merck Group,30,No
649179,_yfiCZIBPBHhf-iFGhWA,total protein extraction kit,Sangon,30,No
607064,XibiCZIBPBHhf-iFBBtO,uv spectrophotometer,PerkinElmer,30,No
871020,EiPhCZIBPBHhf-iFxpc9,microlumat plus lb96v,Berthold Technologies,30,No
576351,kSviCZIBPBHhf-iFYL4e,abi 7900 pcr system,Thermo Fisher Scientific,30,No
599335,5iThCZIBPBHhf-iF4oZq,multiskan fc photometer,Thermo Fisher Scientific,30,No
870748,ZiPhCZIBPBHhf-iFxo89,anti hif 2α,Novus Biologicals,30,No
573465,Py3iCZIBPBHhf-iFdTJG,feature extraction software v11,Agilent Technologies,30,No
663212,HyXhCZIBPBHhf-iF_tBx,e coli dh5α,Tiangen Biotech,30,No
599655,ICThCZIBPBHhf-iF4pBr,anti β actin,Transgene,30,No
798542,bCjiCZIBPBHhf-iFN_kg,n dodecyl β d maltoside,Anatrace,30,No
212407,MybiCZIBPBHhf-iFFc2G,ab52488,Abcam,30,No
212443,ACbiCZIBPBHhf-iFFdWH,ab15106,Abcam,30,No
598949,fCThCZIBPBHhf-iF4nxo,dv 3 ultra,Ametek,30,No
743258,ViLhCZIBPBHhf-iFnf8v,millicell ers 2 epithelial volt ohm meter,Merck Group,30,No
663222,nCXhCZIBPBHhf-iF_tBx,dlb50,R&D Systems,30,No
759372,FifiCZIBPBHhf-iFH3lU,1.5 tesla scanner,GE Healthcare,30,No
759657,bSniCZIBPBHhf-iFRNJk,avanto mri scanner,Siemens,30,No
743223,JJoPdZQB1-hLfrUPfjYS,ct26 cell line,American Type Culture Collection,30,No
212975,8SfiCZIBPBHhf-iFHFLj,ab167161,Abcam,30,No
